code,gndr,niveau_sekI,parental_edu,grade7,grade8,grade9,t4_2014,t4_2015,t5_2016,t6_2017,t7_2018
041VS11,1,2,0,2,2,3,6,6,6,6,7
041VS12,1,2,1,2,2,3,5,5,99,99,99
041VS13,2,2,0,2,2,2,99,99,5,11,11
041VS14,2,2,1,2,2,2,5,5,5,9,7
041VS15,2,2,1,2,2,2,5,5,5,8,8
041VS16,1,2,0,2,2,3,6,6,6,6,7
041VS17,1,2,0,2,2,99,99,99,6,6,7
041VS18,2,2,0,2,2,2,5,5,5,5,8
041VS19,1,2,0,2,2,99,99,99,99,99,99
041VS20,1,2,0,2,2,2,5,5,5,99,99
041VS21,2,2,0,2,2,3,6,6,6,6,11
041ZH01,2,1,,1,1,1,99,99,99,99,99
041ZH02,1,1,1,1,1,1,99,99,99,99,99
041ZH03,2,1,1,1,1,1,99,99,99,8,99
041ZH04,1,1,,1,1,1,99,99,99,99,99
041ZH05,2,1,0,1,1,1,7,5,5,99,99
041ZH06,2,1,0,1,1,1,99,99,99,99,99
041ZH07,1,1,1,1,1,1,99,99,99,99,99
041ZH08,1,1,1,1,1,99,99,99,99,99,99
041ZH09,1,1,,1,1,1,99,99,99,99,99
041ZH10,2,1,1,1,1,1,99,99,99,99,99
041ZH11,1,1,1,1,1,1,99,99,99,99,99
041ZH12,1,1,,1,1,1,99,99,5,99,5
041ZH13,1,1,,1,1,1,99,99,99,99,99
041ZH14,1,1,1,1,1,1,99,99,99,99,99
041ZH15,2,1,1,1,1,1,99,99,99,99,99
051AG01,1,2,1,2,2,2,5,5,5,5,5
051AG02,1,2,1,2,2,2,5,5,5,5,5
051AG03,2,2,0,2,2,2,5,5,99,8,11
051AG04,1,2,,2,2,2,99,99,99,99,99
051AG05,2,2,,2,2,2,5,5,5,9,9
051AG06,1,2,0,2,2,99,99,99,99,99,99
051AG07,2,2,0,2,2,2,99,99,5,98,5
051AG08,2,2,0,2,2,2,5,5,5,8,8
051AG09,2,2,0,2,2,2,5,5,5,8,8
051AG10,1,2,0,2,2,2,99,99,99,99,99
051AG11,1,2,0,2,2,2,99,99,99,99,99
051AG12,2,2,1,2,2,2,99,99,99,99,99
051AG13,2,2,0,2,2,2,99,99,99,99,99
051AG14,2,2,1,2,2,2,5,5,5,8,8
051AG15,1,2,1,2,2,2,5,5,98,99,5
051AG16,2,2,0,2,2,2,5,5,5,8,8
051AG17,1,2,1,2,2,2,99,99,99,99,99
051AG18,1,2,,2,2,2,6,6,6,5,7
051AG19,1,2,0,2,2,2,5,5,5,99,8
051AG20,1,.m,,99,99,2,99,99,99,99,99
051BE01,1,1,1,1,1,1,99,99,99,99,99
051BE02,1,1,0,1,1,99,99,99,99,99,99
051BE03,2,1,,1,1,1,99,99,99,99,99
051BE04,1,1,0,1,1,1,99,99,8,99,99
051BE05,2,1,,1,1,1,5,5,5,5,8
051BE06,1,1,0,1,1,1,5,5,5,8,8
051BE07,2,1,,1,1,1,7,5,5,98,98
051BE08,1,1,0,1,1,1,99,99,99,99,99
051BE09,1,1,0,1,1,1,99,99,99,99,99
051BE10,2,1,0,1,1,1,99,99,99,99,99
051BE11,1,1,1,1,1,1,99,99,99,99,99
051BE12,2,1,0,1,1,1,99,99,99,99,99
051BE13,1,1,0,1,1,1,7,5,99,10,99
051BE14,2,1,,1,1,1,99,99,99,99,99
051BE15,2,1,,1,1,1,7,5,5,99,99
051BL01,1,1,0,1,2,99,99,99,98,5,99
051BL02,2,1,,1,2,99,99,99,99,99,99
051BL03,,1,,1,2,99,99,99,99,99,99
051BL04,2,1,0,1,2,99,99,99,99,99,99
051BL05,2,1,0,1,2,99,99,99,99,99,99
051BL06,2,1,1,1,2,99,99,99,99,99,99
051BL07,1,1,0,1,2,99,99,99,99,99,99
051BL08,1,1,1,1,2,99,99,99,99,99,99
051BL09,2,1,0,1,2,99,99,99,99,99,99
051BL10,2,1,0,1,2,99,99,99,99,99,99
051BL11,2,1,1,1,2,99,99,99,99,99,99
051BS01,2,2,0,3,3,3,6,6,6,11,11
051BS02,2,2,0,3,3,3,6,6,6,11,11
051BS03,2,2,0,3,3,3,99,99,99,99,99
051BS04,2,2,0,3,3,99,99,99,99,99,99
051BS05,2,2,1,3,3,3,99,99,99,99,99
051BS06,2,2,1,3,3,3,6,6,6,11,11
051BS07,2,2,0,3,3,3,6,6,6,11,11
051BS08,1,2,0,3,3,3,6,6,6,7,11
051BS09,1,2,0,3,3,3,99,99,99,99,99
051BS10,2,2,0,3,3,3,6,6,6,11,11
051BS11,2,2,1,3,3,3,6,6,99,99,99
051BS12,2,2,0,3,3,3,6,6,6,98,11
051BS13,2,2,0,3,3,3,6,6,6,99,11
051BS14,2,2,1,3,3,3,6,6,6,6,6
051BS15,1,2,0,3,3,3,6,6,99,99,11
051BS16,2,2,1,3,3,3,6,6,99,5,99
051BS17,2,2,0,3,3,3,6,7,7,6,6
051BS18,1,2,0,3,3,3,6,6,6,7,11
051BS19,2,2,1,3,3,3,99,99,99,99,99
051BS20,2,2,,3,3,3,99,99,99,99,99
051BS21,1,2,0,3,3,3,99,99,99,99,99
051BS22,1,2,1,3,3,3,6,6,6,7,11
051LU01,1,2,0,2,2,2,5,5,5,5,8
051LU02,1,2,1,2,2,99,99,99,99,5,7
051LU03,1,2,,2,2,2,99,99,99,99,99
051LU04,1,2,0,2,2,99,99,99,99,99,99
051LU05,1,2,0,2,2,2,99,99,99,99,99
051LU06,1,2,0,2,2,2,5,5,5,99,7
051LU07,1,2,,2,2,99,99,99,99,99,99
051LU08,1,2,0,2,2,2,5,5,5,5,8
051LU09,2,2,1,2,2,2,7,6,5,99,99
051LU10,2,2,,2,2,2,99,99,99,99,99
051LU11,2,2,0,2,2,99,99,99,99,99,99
051LU12,2,2,0,2,2,99,99,99,99,99,99
051LU13,2,2,0,2,2,2,5,5,5,99,9
051LU14,2,2,0,2,2,2,5,5,5,5,8
051LU15,2,2,1,2,2,2,7,5,99,99,8
051LU16,2,2,0,2,2,2,5,5,5,99,8
051LU17,2,2,1,2,2,2,7,5,5,99,99
051LU18,2,2,,2,2,2,5,5,99,8,8
051LU19,2,2,0,2,2,2,5,5,5,8,8
051LU20,2,2,0,2,2,2,6,6,6,7,8
051LU21,2,2,1,2,2,2,5,5,5,8,99
051LU22,2,.m,,99,2,2,5,5,5,98,8
051LU23,1,.m,,99,2,2,99,99,99,99,99
051SG01,2,2,,2,2,2,99,99,99,99,99
051SG02,1,2,0,2,2,2,99,99,99,99,99
051SG03,2,2,0,2,2,2,99,99,99,99,99
051SG04,2,2,1,2,2,2,99,99,99,99,99
051SG05,2,2,1,2,2,2,5,5,5,9,9
051SG06,1,2,,2,2,2,99,99,99,99,99
051SG07,1,2,0,2,2,2,5,98,99,99,99
051SG08,2,2,0,2,2,2,5,5,5,8,8
051SG09,2,2,1,2,2,2,99,99,99,99,99
051SG10,2,2,1,2,2,2,99,99,5,8,8
051SG11,,2,,2,3,99,99,99,99,99,99
051SG12,2,2,0,2,2,2,6,6,6,6,11
051SG13,2,2,0,2,2,2,6,6,6,6,8
051SG14,2,2,0,2,2,3,6,6,99,11,99
051SG15,1,2,0,2,2,2,5,5,5,5,99
051SG16,2,2,0,2,2,2,5,5,5,98,8
051SG17,1,2,0,2,2,2,5,5,5,7,7
051SG18,1,2,1,2,2,2,99,99,99,99,99
051SG19,1,2,1,2,2,2,99,99,99,99,99
051TG01,2,2,1,2,2,2,7,5,5,99,8
051TG02,1,2,0,2,2,2,5,5,5,5,8
051TG03,1,2,0,2,2,2,5,5,5,7,8
051TG04,1,2,0,2,2,2,5,5,5,8,8
051TG05,1,2,0,2,2,2,6,6,6,6,7
051TG06,1,2,0,2,2,2,5,5,5,5,8
051TG07,1,2,0,2,2,2,5,5,5,99,99
051TG08,1,2,0,2,2,3,99,99,6,8,11
051TG09,1,2,1,2,2,2,5,5,5,8,8
051TG10,2,2,,2,2,2,7,5,5,5,9
051TG11,2,2,0,2,2,2,7,5,5,5,8
051TG12,1,2,,2,2,2,5,5,5,7,7
051TG13,2,2,0,2,2,2,99,99,99,99,99
051TG14,2,2,0,2,2,2,6,6,6,98,11
051VS01,2,1,0,4,4,99,99,99,99,99,99
051VS02,1,1,0,4,4,4,5,5,5,99,5
051VS03,2,1,0,4,4,4,5,5,5,9,9
051VS04,2,1,0,4,4,4,6,6,6,7,8
051VS05,2,1,,4,4,4,5,5,5,8,8
051VS06,1,1,0,4,4,4,5,5,5,5,6
051VS07,1,1,1,4,4,99,99,99,5,99,99
051VS08,2,1,0,4,4,4,5,5,5,5,8
051VS09,2,1,0,4,4,99,99,99,99,99,99
051VS10,1,1,0,4,4,99,99,99,99,99,99
051VS11,2,1,0,4,4,4,5,5,5,8,8
051VS12,1,1,0,4,4,99,99,99,99,99,99
051VS13,1,1,0,4,4,4,99,99,99,99,99
051VS14,1,1,1,4,4,4,99,99,7,5,99
051VS15,,1,,4,4,99,99,99,99,99,99
051VS16,2,1,0,4,4,4,7,5,5,99,99
051ZH01,1,1,1,1,1,1,99,99,99,99,99
051ZH02,1,1,,1,1,1,99,99,5,99,99
051ZH03,1,1,0,1,1,1,5,5,5,8,6
051ZH04,1,1,,1,1,1,99,99,99,99,99
051ZH05,1,1,0,1,1,1,99,99,99,99,99
051ZH06,1,1,0,1,1,1,5,5,5,5,8
051ZH07,2,1,,1,1,1,99,99,99,5,99
051ZH08,2,1,,1,1,1,99,99,99,99,99
051ZH09,1,1,0,1,1,1,5,5,99,99,99
051ZH10,1,1,0,1,1,1,5,5,5,5,99
051ZH11,2,1,0,1,1,1,99,99,99,99,99
051ZH12,1,1,1,1,1,1,7,5,5,5,98
051ZH13,1,1,0,1,1,1,99,99,5,98,98
051ZH14,2,1,,1,1,1,99,99,99,99,99
051ZH15,1,1,1,1,1,1,5,5,5,8,8
051ZH16,2,1,0,1,1,99,99,99,99,99,99
051ZH17,2,1,,1,1,1,99,99,99,99,99
051ZH18,2,1,,1,1,1,5,5,5,99,8
051ZH19,2,1,1,1,1,1,99,99,99,5,5
052TG01,2,1,1,1,1,1,99,99,7,5,8
052TG02,2,1,1,1,1,1,7,7,7,5,99
052TG03,1,1,1,1,1,1,5,5,5,99,99
052TG04,1,1,,1,1,99,99,99,99,99,99
052TG05,1,1,1,1,1,1,5,5,5,8,8
052TG06,1,1,1,1,1,1,5,5,5,8,8
052TG07,2,1,,1,1,1,99,99,99,99,99
052TG08,2,1,1,1,1,1,99,99,5,99,99
052TG09,2,1,0,1,1,1,99,99,99,99,99
052TG10,1,1,,1,1,1,5,5,5,99,99
052TG11,1,1,,1,1,1,99,99,99,99,99
052TG12,2,1,1,1,1,1,99,99,99,99,99
052TG13,2,1,,1,1,1,99,99,99,99,99
052TG14,2,1,1,1,1,1,5,5,5,98,10
052TG15,1,1,0,1,1,1,5,5,5,99,7
052TG16,1,1,0,1,1,1,5,5,5,8,8
052TG17,1,1,,1,1,1,5,5,5,5,8
052TG18,1,1,1,1,1,1,99,99,99,99,99
052TG19,2,1,1,1,1,1,99,99,99,99,99
052TG20,1,1,1,1,1,1,5,5,5,7,8
052TG21,1,1,,1,1,1,7,5,99,5,99
052TG22,1,1,0,1,1,1,99,99,99,99,99
052TG23,2,1,,1,1,1,5,5,5,8,8
052TG24,1,1,0,1,1,1,5,5,5,5,5
061AG01,1,1,,1,1,1,99,99,5,99,99
061AG02,2,1,0,1,1,1,5,5,5,8,99
061AG03,1,1,1,1,1,1,5,5,5,9,9
061AG04,1,1,0,1,1,1,99,99,99,99,99
061AG05,2,1,0,1,1,1,5,5,99,99,99
061AG06,1,1,1,1,1,1,5,5,5,5,5
061AG07,2,1,,1,1,1,7,5,5,5,10
061AG08,1,1,0,1,1,1,5,5,5,99,99
061AG09,2,1,0,1,1,99,99,99,99,99,99
061AG10,2,1,0,1,1,1,99,99,99,99,99
061AG11,2,1,1,1,1,1,5,5,99,99,99
061AG12,1,1,1,1,1,1,5,5,5,5,8
061AG13,1,1,0,1,1,1,5,5,99,99,8
061AG14,2,1,,1,1,1,99,99,99,99,99
061AG15,1,1,1,1,1,1,5,5,99,8,99
061BE01,2,1,1,1,1,1,99,99,99,99,99
061BE02,2,1,0,1,1,1,7,5,5,98,8
061BE03,1,1,0,1,1,1,5,5,5,8,8
061BE04,2,1,0,1,1,1,7,5,5,5,5
061BE05,2,1,0,1,1,1,7,5,99,99,9
061BE06,1,1,0,1,1,1,5,5,99,8,99
061BE07,1,1,1,1,1,1,99,99,99,99,99
061BE08,1,1,0,1,1,1,5,5,5,8,8
061BE09,2,1,1,1,1,1,7,7,99,99,5
061BE10,1,1,0,1,1,1,5,5,5,8,8
061BE11,1,1,0,1,1,1,5,5,99,99,99
061BE12,1,1,1,1,1,1,5,5,5,5,8
061BE13,1,1,1,1,1,1,5,5,5,5,10
061BE14,1,1,0,1,1,1,99,99,99,99,99
061BE15,1,1,0,1,1,1,5,5,5,99,8
061BE16,1,1,1,1,1,1,5,5,99,99,99
061BE17,1,1,0,1,1,1,99,99,5,99,99
061BE18,2,1,0,1,1,1,99,99,99,99,99
061BE19,2,1,0,1,1,1,7,5,5,5,5
061BS01,1,2,1,2,2,2,5,5,5,8,8
061BS02,1,2,1,2,2,2,5,5,99,99,99
061BS03,2,2,0,2,2,2,6,6,7,99,99
061BS04,1,2,1,2,2,2,6,6,6,99,7
061BS06,1,2,0,2,2,2,99,99,99,99,99
061BS07,1,2,0,2,2,2,6,6,6,99,99
061BS08,2,2,0,2,2,2,99,99,98,5,8
061BS09,2,2,0,2,2,2,6,6,99,99,99
061BS10,2,2,,2,2,2,99,99,6,7,7
061BS11,2,2,1,2,2,2,7,6,6,6,6
061BS12,2,2,0,2,2,2,99,99,99,99,99
061BS13,2,2,0,2,2,2,6,6,99,99,99
061BS14,1,2,1,2,2,2,99,99,99,99,99
061BS15,2,2,0,2,2,2,6,6,6,10,11
061BS16,2,2,0,2,2,2,6,6,6,99,99
061BS17,2,2,,2,2,99,99,99,99,99,99
061BS18,1,2,0,2,2,2,6,6,99,99,99
061BS20,2,2,0,2,2,2,99,99,99,99,99
061BS21,1,2,0,2,2,2,7,5,99,99,8
061BS22,1,2,0,2,2,2,6,6,6,7,99
061BS23,2,2,0,2,2,2,99,99,99,99,99
061BS24,1,2,1,2,2,2,99,99,99,5,99
061BS25,1,2,,2,2,2,99,99,99,99,99
061BS26,1,.m,,99,3,2,99,99,99,99,99
061BS27,2,.m,,99,3,2,7,5,99,99,8
061LU01,1,2,,2,2,2,99,99,99,99,99
061LU02,1,2,1,2,2,2,7,5,5,5,8
061LU03,1,2,1,2,2,2,5,5,5,99,8
061LU04,2,2,1,2,2,2,99,99,5,99,99
061LU05,1,2,1,2,2,99,99,99,99,99,99
061LU06,1,2,0,2,2,2,5,5,5,5,8
061LU07,1,2,1,2,2,2,5,5,5,5,99
061LU08,2,2,0,2,2,2,99,99,98,99,99
061LU09,1,2,0,2,2,2,5,5,5,99,99
061LU10,2,2,,2,2,2,5,5,5,8,8
061LU11,2,2,1,2,2,2,99,99,99,99,99
061LU12,2,2,0,2,2,2,7,6,6,6,6
061LU13,2,2,0,2,2,2,7,7,6,5,5
061LU14,1,2,0,2,2,2,5,5,5,8,8
061LU15,2,2,1,2,2,99,99,99,5,99,99
061LU16,1,2,1,2,2,2,99,99,5,8,8
061LU17,2,2,1,2,2,2,7,5,5,5,8
061LU18,1,2,0,2,2,2,99,99,5,5,7
061LU19,2,2,1,2,2,2,5,5,99,99,99
061LU20,2,2,0,2,2,2,99,99,5,8,8
061LU21,1,2,,2,2,2,99,99,99,99,99
061LU22,2,2,0,2,2,2,7,5,5,5,10
061LU23,1,.m,,99,99,2,5,5,5,5,8
061LU24,1,.m,,99,99,2,5,5,5,99,99
061SG01,1,2,0,2,2,99,99,99,99,99,99
061SG02,1,2,0,2,2,2,5,5,99,99,7
061SG03,1,2,0,2,2,99,99,99,99,99,99
061SG04,1,2,0,2,2,3,6,6,6,10,7
061SG05,1,2,1,2,2,2,5,5,5,5,8
061SG06,1,2,0,2,2,99,99,99,6,99,99
061SG07,1,2,0,2,2,99,99,99,99,99,99
061SG08,1,2,0,2,2,2,5,5,99,99,7
061SG09,1,2,0,2,2,2,99,99,5,5,5
061SG10,1,2,0,2,2,2,5,5,5,8,8
061SG11,1,2,1,2,2,2,5,5,5,8,8
061SG12,1,2,,2,2,2,5,5,5,5,8
061SG13,1,2,1,2,2,2,99,99,99,99,99
061SG14,1,2,1,2,2,2,5,5,5,99,99
061SG15,1,2,1,2,2,2,5,5,5,5,8
061SG16,1,2,1,2,2,2,99,99,99,99,99
061SG17,1,2,0,2,2,2,5,5,98,7,5
061SG18,1,2,0,2,2,3,99,99,6,98,99
061SG19,1,2,0,2,2,99,99,99,7,99,8
061SG20,1,2,0,2,2,2,99,99,6,99,99
061SG21,1,2,0,2,2,2,5,5,5,5,8
061SG22,1,2,0,2,2,2,5,5,5,5,8
061SG23,1,2,1,2,2,2,5,5,5,7,7
061SG24,1,2,0,2,2,99,99,99,99,99,99
061SG25,1,.m,,99,2,2,5,5,5,99,9
061SG26,1,.m,,99,2,2,6,6,6,99,7
061SG27,1,.m,,99,2,2,5,5,5,5,8
061SG28,1,.m,,99,2,2,6,6,6,6,7
061SG30,1,.m,,99,99,2,6,6,99,99,99
061TG01,1,2,0,2,2,2,99,99,99,99,99
061TG02,1,2,0,2,2,2,99,99,99,99,99
061TG03,1,2,0,2,2,99,99,99,99,99,99
061TG04,1,2,0,2,2,99,99,99,99,99,99
061TG05,1,2,0,2,2,2,99,99,99,99,99
061TG06,1,2,0,2,2,2,99,99,99,99,99
061TG07,1,2,0,2,2,99,99,99,99,99,99
061TG08,1,2,0,2,2,2,99,99,99,99,99
061TG09,1,2,1,2,2,2,99,99,99,99,99
061TG10,1,2,0,2,2,2,5,5,5,5,9
061TG11,1,2,,2,2,2,99,99,99,99,99
061TG12,1,2,0,2,2,2,99,99,99,99,99
061TG13,1,2,,2,2,2,99,99,99,99,99
061TG14,1,2,,2,2,2,99,99,99,99,99
061TG15,1,2,0,2,2,2,99,99,99,99,99
061TG16,2,2,1,2,2,2,99,99,5,5,99
061TG17,2,2,0,2,2,3,6,6,6,8,8
061TG18,2,2,0,2,2,2,99,99,99,99,99
061TG19,2,2,,2,2,2,99,99,99,99,99
061TG20,2,2,0,2,2,99,99,99,99,99,99
061TG21,2,2,1,2,2,2,5,5,5,8,8
061TG22,2,2,0,2,2,2,5,5,5,8,8
061TG23,2,2,0,2,2,2,5,5,5,5,8
061TG24,2,2,0,2,2,2,5,5,5,7,11
061TG25,2,2,,2,2,2,99,99,99,99,99
061TG26,2,2,,2,2,2,5,5,5,11,11
061ZH01,1,1,1,1,1,1,99,99,99,99,99
061ZH02,1,1,0,1,1,1,5,5,5,5,9
061ZH03,1,1,0,1,1,1,5,5,99,99,99
061ZH04,1,1,0,1,1,1,5,5,5,5,8
061ZH05,1,1,,1,1,1,5,5,5,99,8
061ZH06,1,1,0,1,1,1,5,5,5,5,8
061ZH07,1,1,1,1,1,1,5,5,5,5,8
061ZH08,1,1,1,1,1,1,5,5,5,8,10
061ZH09,1,1,,1,1,1,5,5,5,99,99
061ZH10,1,2,0,2,1,1,5,5,5,8,8
061ZH11,1,1,1,1,1,1,5,5,99,99,99
061ZH12,1,1,1,1,1,1,5,5,5,5,7
061ZH13,2,1,0,1,1,1,99,99,7,5,99
061ZH14,2,1,0,1,1,1,7,5,5,5,98
061ZH15,2,1,0,1,1,1,7,5,5,5,8
061ZH16,2,1,1,1,1,1,7,5,5,5,8
061ZH17,2,1,0,1,1,1,5,5,5,8,8
061ZH18,2,1,1,1,1,1,7,5,99,99,99
061ZH19,1,.m,,99,1,1,99,99,99,99,99
061ZH20,1,.m,,99,1,1,5,5,5,9,9
062BS01,1,2,1,2,2,2,7,7,99,5,5
062BS03,1,2,,2,2,2,7,6,6,98,99
062BS04,2,2,1,2,2,2,6,6,6,8,8
062BS05,2,2,1,2,2,2,7,98,98,7,5
062BS06,2,2,0,2,2,99,99,99,99,99,99
062BS08,1,2,1,2,2,1,99,99,99,99,99
062BS09,2,2,1,2,2,99,99,99,99,99,99
062BS10,1,2,0,2,2,2,99,99,99,99,99
062BS11,1,2,0,2,2,2,7,5,5,10,99
062BS12,1,2,,2,2,2,6,6,6,6,6
062BS13,1,2,,2,2,99,99,99,99,99,99
062BS14,1,2,1,2,2,2,6,6,6,8,8
062BS15,1,2,0,2,2,2,6,6,5,5,9
062BS16,2,2,1,2,2,99,99,99,5,99,99
062BS17,1,2,,2,2,2,99,99,99,99,99
062BS18,2,2,0,2,2,2,6,6,6,8,7
062BS19,1,2,0,2,2,2,7,6,99,99,99
062BS20,1,2,0,2,2,2,7,5,5,5,5
062BS21,1,2,1,2,2,2,99,99,5,99,5
062BS22,2,2,1,2,2,99,99,99,99,99,99
062BS23,2,2,1,2,2,99,99,99,99,99,99
062BS24,2,2,1,2,2,2,99,99,99,99,99
062BS25,2,2,1,2,2,1,99,99,99,99,99
062BS26,2,2,0,2,2,2,99,99,99,99,99
062BS27,1,.m,,99,3,2,99,99,99,99,99
062BS28,1,.m,,99,3,2,99,99,5,99,99
062BS29,1,.m,,99,99,2,99,99,99,99,99
062BS30,2,.m,,99,99,2,99,99,99,99,99
062SG01,1,2,0,2,2,3,99,99,6,6,7
062SG02,1,2,0,2,2,3,99,99,6,11,11
062SG03,1,2,1,2,2,3,6,6,6,7,11
062SG04,1,2,0,2,2,2,99,99,5,99,99
062SG05,1,2,,2,2,2,6,6,6,6,7
062SG06,1,2,,2,2,99,99,99,99,99,99
062SG07,1,2,0,2,2,2,99,99,99,99,99
062SG08,1,2,1,2,2,2,5,5,5,5,9
062SG09,1,2,1,2,2,2,5,5,5,99,99
062SG10,1,2,1,2,2,2,5,5,99,99,99
062SG11,1,2,1,2,2,2,99,99,5,99,99
062SG12,1,2,,2,2,2,7,5,5,5,8
062SG13,1,2,0,2,2,2,99,99,5,8,5
062SG14,1,2,,2,2,2,5,5,5,8,99
062SG15,1,2,,2,2,2,99,99,6,6,99
062SG16,1,2,0,2,2,3,6,6,6,99,11
062SG17,1,2,0,2,2,2,99,99,99,99,99
062SG18,1,2,1,2,2,2,99,99,99,99,99
062SG19,1,2,0,2,2,2,5,5,5,5,99
062SG20,1,2,0,2,2,3,6,6,6,10,11
062SG21,1,.m,,99,99,2,99,99,99,99,99
062SG22,1,.m,,99,99,2,99,99,99,99,99
062SG23,1,.m,,99,99,2,99,99,99,99,99
062SG24,1,.m,,99,99,2,99,99,99,99,99
062SG25,1,.m,,99,99,2,99,99,99,99,99
062SG26,1,.m,,99,99,2,99,99,99,99,99
062SG27,1,.m,,99,99,2,5,5,5,5,7
071AG01,1,1,1,1,1,99,99,99,99,99,99
071AG02,2,1,0,1,1,1,7,7,5,98,8
071AG03,1,1,,4,4,4,99,99,99,99,99
071AG04,2,1,1,1,1,1,5,98,5,5,10
071AG05,1,1,,1,1,1,5,5,5,10,8
071AG06,1,1,1,1,1,1,5,5,5,8,8
071AG07,1,1,1,1,1,1,5,5,5,5,8
071AG08,1,1,,1,1,99,99,99,99,99,99
071AG09,1,1,1,1,1,1,5,5,5,8,99
071AG10,2,1,1,1,1,1,7,5,5,5,99
071AG11,1,1,0,1,1,1,5,5,5,8,8
071AG12,2,1,0,1,1,1,5,5,5,8,99
071AG13,2,1,1,1,1,1,5,5,99,99,99
071AG14,2,1,,1,1,1,7,5,5,99,99
071AG15,2,1,1,1,1,1,5,5,5,8,8
071AG16,1,1,0,1,1,1,5,5,5,5,7
071AG17,2,1,,1,1,1,7,98,99,99,8
071LU01,2,2,1,2,2,2,99,99,6,6,6
071LU02,2,2,0,2,2,2,99,99,5,10,9
071LU03,1,2,0,2,2,2,5,5,5,5,8
071LU04,2,2,0,2,2,2,6,6,5,5,5
071LU05,1,2,1,2,2,2,6,6,6,99,6
071LU06,2,2,,2,2,2,5,5,5,8,8
071LU07,2,2,,2,2,2,99,99,99,99,99
071LU08,1,2,0,2,2,2,6,6,99,99,99
071LU09,,2,,2,2,99,99,99,99,99,99
071LU10,1,2,1,2,2,2,99,99,99,99,99
071LU11,1,2,,2,2,2,5,5,5,99,99
071LU12,1,2,1,2,2,2,99,99,99,99,99
071LU13,2,2,0,2,2,2,99,99,99,99,99
071LU14,1,2,0,2,2,2,99,99,99,99,99
071LU15,2,2,0,2,2,2,5,5,5,5,6
071LU16,1,2,0,2,2,2,5,5,5,8,8
071LU17,2,2,1,2,2,2,5,5,5,8,99
071LU18,2,2,1,2,2,2,5,5,5,8,99
071LU19,2,2,1,2,2,2,5,5,5,10,99
071LU20,2,2,0,2,2,2,6,6,99,99,99
071LU21,2,2,0,2,2,2,5,5,99,99,8
071LU22,1,2,,2,2,2,99,99,99,99,99
071SG01,2,2,0,2,2,3,6,6,6,7,11
071SG02,2,2,0,2,2,2,5,5,5,8,11
071SG03,2,2,0,2,2,2,6,6,6,6,7
071SG04,2,2,0,2,2,2,7,5,5,99,99
071SG05,2,2,0,2,2,2,5,5,5,9,9
071SG06,2,2,0,2,2,3,6,6,6,8,8
071SG07,2,2,1,2,2,2,5,5,5,8,9
071SG08,2,2,0,2,2,2,6,6,6,98,8
071SG09,2,2,0,2,2,2,6,6,6,6,6
071SG10,2,2,1,2,2,2,5,5,5,9,9
071SG11,2,2,0,2,2,3,6,6,6,11,11
071SG12,2,2,,2,2,2,6,6,6,6,11
071SG13,2,2,,2,2,2,7,5,99,99,99
071SG14,2,2,0,2,2,2,99,99,99,99,99
071SG15,2,2,,2,2,2,7,6,6,6,6
071SG16,2,2,0,2,2,3,6,6,6,8,11
071SG17,2,2,0,2,2,2,5,5,5,11,11
071SG18,2,2,0,2,2,2,99,99,99,99,99
071SG19,2,2,0,2,2,2,5,5,5,5,8
071SG20,2,2,0,2,2,2,6,6,99,6,6
071SG21,2,.m,,99,2,2,99,99,99,99,99
071SG22,2,.m,,99,2,2,5,5,5,99,99
071SG23,2,.m,,99,2,2,99,99,99,6,99
071TG01,2,2,0,2,2,2,99,99,99,99,99
071TG02,1,2,0,2,2,99,99,99,99,99,99
071TG03,2,2,0,2,2,2,99,99,99,99,99
071TG04,1,2,0,2,2,99,99,99,99,99,99
071TG05,2,2,0,2,2,99,99,99,99,99,99
071TG06,,2,,2,2,99,99,99,99,99,99
071TG07,2,2,0,2,2,99,99,99,5,99,5
071TG08,2,2,0,2,2,99,99,99,99,99,99
071TG09,2,2,0,2,2,2,99,99,99,99,99
071TG10,1,2,0,2,2,2,5,7,99,99,99
071TG11,,2,,2,2,99,99,99,99,99,99
071TG12,1,2,0,2,2,3,6,6,6,7,11
071TG13,1,2,0,2,2,99,99,99,99,99,99
071TG14,2,2,0,2,2,2,99,99,99,99,99
071TG15,1,2,0,2,2,99,99,99,99,99,99
071TG16,1,2,0,2,2,99,99,99,99,99,99
071TG17,1,2,0,2,2,99,99,99,99,99,99
071TG18,2,2,1,2,2,99,99,99,6,11,11
071TG19,2,2,0,2,2,99,99,99,99,99,99
071TG20,1,2,0,2,2,2,5,5,5,5,8
071TG21,2,2,0,2,2,2,99,99,5,5,9
071ZH01,1,1,1,1,1,1,5,5,5,99,99
071ZH02,1,1,1,1,1,1,5,5,5,99,99
071ZH03,1,1,1,1,1,1,5,5,5,7,8
071ZH04,1,1,,1,1,1,7,5,5,5,99
071ZH05,1,1,0,1,1,1,5,5,5,99,10
071ZH06,1,1,0,1,1,1,5,5,7,7,8
071ZH07,1,1,1,1,1,1,99,99,99,99,99
071ZH08,1,2,1,2,1,1,99,99,99,99,99
071ZH09,2,1,0,1,1,1,99,99,99,99,99
071ZH10,2,1,1,1,1,1,5,5,98,99,99
071ZH11,2,1,1,1,1,1,99,99,99,99,99
071ZH12,2,1,1,1,1,1,5,7,5,5,5
