code,gndr,niveau_sekI,parental_edu,grade7,grade8,grade9,t4_2014,t4_2015,t5_2016,t6_2017,t7_2018
021OW19,1,2,0,2,2,2,5,5,5,8,8
021OW20,2,.m,,99,2,2,5,5,5,99,8
021SZ01,2,1,0,1,1,1,5,5,5,5,5
021SZ02,1,1,1,1,1,99,99,99,99,99,99
021SZ03,2,1,1,1,1,99,99,99,8,8,8
021SZ04,1,1,0,1,1,1,5,5,5,99,99
021SZ05,1,1,,1,1,99,99,99,99,99,99
021SZ06,1,1,1,1,1,99,99,99,5,5,8
021SZ07,2,1,0,1,1,1,99,99,99,99,99
021SZ08,1,1,1,1,1,1,5,5,99,9,9
021SZ09,1,1,1,1,1,1,5,5,5,8,8
021SZ10,2,1,,1,1,1,99,99,99,99,99
021SZ11,2,1,0,1,1,99,99,99,99,99,99
021SZ12,2,1,0,1,1,1,5,5,5,8,8
021SZ13,1,1,,1,1,1,5,5,5,8,10
021SZ14,2,1,0,1,1,1,5,5,99,99,99
021TG01,1,2,0,2,2,2,99,99,99,99,99
021TG02,1,2,0,2,2,2,6,6,99,7,8
021TG03,,2,,2,2,99,99,99,99,99,99
021TG04,2,2,0,2,2,2,5,5,5,8,8
021TG05,2,2,0,2,2,2,99,99,99,99,99
021TG06,,2,,2,2,99,99,99,99,99,99
021TG07,1,2,1,2,2,2,99,99,99,99,99
021TG08,2,2,0,2,2,2,99,99,99,99,99
021TG09,1,2,0,2,2,2,5,5,5,5,9
021TG10,1,2,0,2,2,2,99,99,99,99,99
021TG11,,2,,2,2,99,99,99,99,99,99
021TG12,1,2,0,2,2,2,99,99,99,99,99
021TG13,2,2,0,2,2,2,5,5,5,9,11
021TG14,1,2,,2,2,2,99,99,99,99,99
021TG15,,2,,2,2,99,99,99,99,99,99
021TG16,2,2,0,2,2,2,6,6,6,6,7
021TG17,1,2,0,2,2,2,5,5,5,5,8
021TG18,,2,,2,2,99,99,99,99,99,99
021TG19,1,.m,,99,2,2,99,99,99,99,99
021VS01,1,1,1,4,4,4,7,5,5,5,8
021VS02,1,1,,4,4,4,5,5,5,99,99
021VS03,1,1,1,4,4,99,99,99,5,7,8
021VS04,1,1,1,4,4,4,5,5,5,99,11
021VS05,1,1,1,4,4,4,99,99,99,99,99
021VS06,1,1,0,4,4,4,5,5,5,5,8
021VS07,1,1,0,4,4,4,5,5,5,5,8
021VS08,1,1,0,4,4,4,5,5,5,5,9
021VS09,1,1,0,4,4,4,5,5,5,8,8
021VS10,1,1,0,4,4,99,99,99,99,99,99
021VS11,1,1,0,4,4,4,99,99,5,5,8
021VS12,1,1,1,4,4,4,5,5,5,5,9
021VS13,1,1,0,4,4,4,7,5,5,99,99
021VS14,1,1,0,4,4,4,99,99,99,99,99
021VS15,2,1,0,4,4,4,99,99,5,8,8
021VS16,2,1,0,4,4,4,5,5,5,99,99
021VS17,2,1,,4,4,4,99,99,99,99,99
021VS18,2,1,0,4,4,3,6,6,6,6,6
021VS19,2,.m,,99,3,4,7,5,5,99,99
021ZG01,2,2,0,2,2,2,99,99,99,99,99
021ZG02,2,2,0,2,2,2,99,99,99,99,99
021ZG03,2,2,,2,2,99,99,99,99,99,99
021ZG04,2,2,0,2,2,99,99,99,99,99,99
021ZG05,1,2,0,2,2,99,99,99,99,99,99
021ZG06,2,2,0,2,2,99,99,99,99,99,99
021ZG07,2,2,0,2,2,99,99,99,99,99,99
021ZG08,2,2,1,2,2,99,99,99,99,99,99
021ZG09,1,2,0,2,2,99,99,99,99,99,99
021ZG10,2,2,0,2,2,99,99,99,99,99,99
021ZG11,1,2,0,2,2,99,99,99,99,99,99
021ZG12,2,2,0,2,2,2,99,99,99,99,99
021ZG13,1,2,,2,2,2,99,99,99,99,99
021ZG14,2,2,,2,2,1,99,99,99,99,99
021ZG15,1,2,0,2,2,99,99,99,99,99,99
022ZG01,1,1,1,1,1,1,99,99,99,99,99
022ZG02,2,2,1,2,1,1,99,99,99,99,99
022ZG03,1,1,,1,1,1,99,99,99,99,99
022ZG04,2,1,0,1,1,1,99,99,99,99,99
022ZG05,1,1,0,1,1,1,99,99,99,99,99
022ZG06,1,1,0,1,1,1,5,5,5,99,99
022ZG07,1,1,,1,1,1,7,5,99,99,99
022ZG08,2,2,0,2,1,1,99,99,99,99,99
022ZG09,2,1,1,1,1,1,7,5,5,5,99
022ZG10,2,1,0,1,1,1,99,99,99,99,99
022ZG11,1,1,0,1,1,1,7,5,99,99,99
022ZG12,1,1,0,1,1,1,99,99,99,99,99
022ZG13,1,2,,2,1,1,99,99,99,99,99
022ZG14,2,1,,1,1,1,99,99,99,99,99
023ZG01,2,1,1,1,1,4,7,5,5,5,99
023ZG02,2,1,1,1,1,4,99,99,99,99,99
023ZG03,2,1,,1,1,4,7,5,5,5,10
023ZG04,1,1,0,1,1,4,6,6,6,8,8
023ZG05,1,1,1,1,1,4,5,5,5,99,99
023ZG06,2,1,,1,1,4,7,5,99,10,10
023ZG07,2,1,1,1,1,4,5,5,5,8,8
023ZG08,1,1,,1,1,4,6,6,6,99,7
023ZG09,1,1,0,1,1,1,99,99,99,99,99
023ZG10,2,1,1,1,1,4,5,98,99,99,99
023ZG11,1,1,,1,1,99,99,99,99,99,99
023ZG12,1,1,0,1,1,4,99,99,99,99,99
023ZG13,1,1,0,1,1,4,7,5,99,99,7
023ZG14,1,1,,1,1,4,99,99,99,99,99
023ZG15,1,.m,,99,1,4,5,5,99,99,99
031AG01,2,2,1,3,3,3,5,5,5,8,10
031AG02,1,2,0,3,3,3,6,6,6,6,10
031AG03,2,2,0,3,3,3,6,6,6,99,10
031AG04,1,2,1,3,3,3,99,99,5,5,10
031AG05,2,2,1,3,3,3,6,6,6,6,6
031AG06,1,2,1,3,3,3,5,5,99,99,99
031AG07,2,2,,3,3,3,5,5,5,8,5
031AG08,2,2,0,3,3,3,6,6,6,6,6
031AG09,1,2,1,3,3,3,6,6,99,6,7
031AG10,1,2,,3,3,3,6,6,99,99,99
031AG11,1,2,1,3,3,3,6,6,6,6,98
031AG12,1,2,1,3,3,3,99,99,6,7,99
031AG13,2,2,1,3,3,3,99,99,99,99,99
031AG14,2,2,0,3,3,3,6,6,6,6,11
031AG15,1,2,1,3,3,3,5,5,99,99,8
031AG16,1,2,0,3,3,3,6,6,6,6,7
031AG17,1,2,0,3,3,3,6,6,6,6,7
031AG19,2,2,0,3,3,3,6,6,6,6,6
031AG20,1,2,1,3,3,3,99,99,5,99,99
031AG21,2,2,1,3,3,3,99,99,99,99,99
031AG22,1,2,0,3,3,3,5,5,5,5,7
031AG23,1,2,0,3,3,3,6,6,6,99,8
031AG24,2,2,0,3,3,3,6,6,6,6,6
031AG25,2,2,0,3,3,2,99,99,99,99,99
031AR01,1,1,0,4,4,1,5,5,5,98,99
031AR02,2,1,,4,4,1,5,5,5,8,8
031AR03,2,1,1,4,4,2,5,5,5,5,8
031AR04,1,1,0,4,4,99,99,99,99,99,99
031AR05,2,1,1,4,4,1,99,99,99,99,99
031AR06,1,1,,4,4,1,5,5,5,99,99
031AR07,1,1,0,4,4,1,5,5,5,5,7
031AR08,2,1,0,4,4,1,5,5,99,99,99
031AR09,2,1,,4,4,2,7,5,5,5,98
031AR10,1,1,1,4,4,1,5,5,5,5,8
031AR11,1,1,1,4,4,2,5,5,99,8,99
031AR12,2,1,,4,4,1,5,5,99,99,99
031AR13,2,1,1,4,4,2,5,5,5,8,8
031AR14,1,1,0,4,4,2,99,99,99,99,99
031AR15,2,1,0,4,4,2,99,99,99,99,99
031AR16,1,1,1,4,4,2,99,99,99,99,99
031AR17,2,1,,4,4,2,99,99,99,99,99
031AR18,1,1,,4,4,1,99,99,99,99,99
031BE01,1,1,,1,1,1,5,5,5,5,5
031BE02,1,1,0,1,1,1,99,99,5,10,10
031BE03,1,1,,1,1,1,5,5,99,99,5
031BE04,2,1,0,1,1,1,99,99,99,99,99
031BE05,2,1,1,1,1,1,5,5,5,99,99
031BL01,1,2,0,2,2,2,99,99,99,99,99
031BL02,2,2,1,2,2,2,99,99,99,99,99
031BL03,2,2,0,2,2,2,5,5,99,98,8
031BL04,1,2,0,2,2,2,99,99,99,99,99
031BL05,1,2,,2,2,2,99,99,99,99,99
031BL06,1,2,0,2,2,2,99,99,99,99,99
031BL07,2,2,0,2,2,2,6,6,6,98,11
031BL08,1,2,1,2,2,2,6,6,99,6,8
031BL09,2,2,,2,2,2,6,6,6,6,8
031BL10,2,2,,2,2,2,7,7,5,5,5
031BL11,1,2,0,2,2,2,99,99,99,5,8
031BL12,1,2,,2,2,2,99,99,99,99,99
031BL13,2,2,,2,2,3,99,99,6,6,6
031BL14,2,2,,2,2,2,6,6,6,6,8
031BL15,1,2,0,2,2,2,99,99,99,99,99
031BS01,1,1,,1,1,1,5,5,5,9,9
031BS02,2,1,1,1,1,1,99,99,99,99,99
031BS03,,1,,1,1,99,99,99,99,99,99
031BS04,1,1,,1,1,1,99,99,99,99,99
031BS05,2,1,1,1,1,1,99,99,99,99,99
031BS06,2,1,1,1,1,1,99,99,99,99,99
031BS07,2,1,,1,1,1,99,99,99,99,99
031BS08,2,1,,1,1,1,7,5,5,5,8
031BS09,1,1,1,1,1,1,99,99,99,99,99
031BS10,1,1,1,1,1,1,99,99,99,99,99
031BS11,1,1,1,1,1,1,99,99,99,99,99
031BS12,1,1,,1,1,1,99,99,99,99,99
031BS13,1,1,,1,1,1,99,99,99,99,99
031BS14,1,.m,,99,1,1,99,99,99,99,99
031BS16,1,.m,,99,2,1,99,99,99,99,99
031GR01,1,1,0,1,1,1,5,5,5,5,5
031GR02,1,1,1,1,1,1,5,5,99,99,99
031GR03,1,1,0,1,1,1,5,5,5,8,8
031GR04,1,1,1,1,1,1,99,99,99,99,99
031GR05,1,1,,1,1,1,99,99,99,99,99
031GR06,2,1,0,1,1,1,99,99,99,99,99
031GR07,2,1,,1,1,1,7,5,5,5,99
031GR08,1,1,,1,1,1,5,5,99,99,99
031LU01,1,2,1,2,2,2,5,5,5,9,9
031LU02,1,2,,2,2,2,99,99,99,6,99
031LU03,1,2,,2,2,2,99,99,99,99,99
031LU04,1,2,1,2,2,2,99,99,99,99,99
031LU05,1,2,0,2,2,2,7,7,5,10,10
031LU06,1,2,0,2,2,2,5,5,5,5,8
031LU07,1,2,0,2,2,2,5,5,5,5,8
031LU08,1,2,0,2,2,2,99,99,99,99,99
031LU09,1,2,1,2,2,2,5,5,99,99,99
031LU10,2,2,,2,2,2,5,5,5,7,8
031LU11,2,2,0,2,2,99,99,99,99,99,99
031LU12,2,2,1,2,2,2,6,6,6,6,6
031LU13,2,2,0,2,2,2,5,5,5,98,99
031LU14,2,2,0,2,2,2,99,99,99,99,99
031LU15,2,2,1,2,2,2,99,99,99,99,99
031LU16,2,2,1,2,2,2,99,99,99,99,99
031LU17,2,2,0,2,2,2,99,99,99,99,99
031LU18,2,2,0,2,2,3,5,5,5,8,8
031OW01,1,2,0,2,2,2,5,5,99,5,99
031OW02,1,2,0,2,2,2,99,99,99,99,99
031OW03,1,2,0,2,2,2,5,5,99,5,99
031OW04,2,2,0,2,2,2,5,5,5,9,11
031OW05,1,2,0,2,2,2,5,5,5,5,8
031OW06,1,2,0,2,2,2,99,99,99,8,99
031OW07,2,2,0,2,2,2,5,5,98,5,5
031OW08,1,2,0,2,2,2,5,5,5,5,8
031OW09,1,2,0,2,2,2,5,5,5,99,99
031OW10,2,2,0,2,2,2,7,5,5,5,9
031OW11,1,2,0,2,2,2,99,99,99,99,99
031OW12,2,2,1,2,2,2,5,5,99,99,9
031OW13,2,2,0,2,2,2,5,5,5,9,11
031OW14,2,2,1,2,2,2,5,5,5,5,8
031OW15,2,2,0,2,2,2,5,5,5,9,9
031OW16,1,2,0,2,2,2,99,99,99,99,99
031SG01,1,1,0,1,1,1,99,99,99,99,99
031SG02,2,1,0,1,1,1,99,99,99,99,99
031SG03,2,1,0,1,1,1,99,99,99,99,99
031SG04,1,1,0,1,1,1,99,99,5,99,99
031SG05,1,1,0,1,1,1,5,5,5,5,99
031SG06,2,1,0,1,1,1,99,99,99,99,99
031SG07,2,1,,1,1,1,99,99,5,99,8
031SG08,1,1,0,1,1,1,5,5,99,5,99
031SG09,1,1,0,1,1,1,99,99,5,8,99
031SG10,2,1,0,1,1,1,7,7,5,5,5
031SG11,1,1,1,1,1,1,99,99,99,99,99
031SG12,1,1,0,1,1,1,99,99,5,8,99
031SG13,2,1,0,1,1,1,5,5,99,99,99
031SG14,2,1,0,1,1,1,5,5,5,99,8
031SG15,1,1,,1,1,1,5,5,5,99,99
031SG16,2,1,,1,1,1,5,5,5,99,99
031SG17,1,1,1,1,1,1,5,5,99,99,99
031SG18,1,1,1,1,1,1,99,99,99,99,99
031SG19,2,.m,,99,99,1,99,99,99,99,99
031TG01,1,1,,1,1,1,99,99,5,99,99
031TG02,1,1,,1,1,1,99,99,99,99,99
031TG03,1,1,,1,1,1,99,99,5,8,99
031TG04,1,1,,1,1,1,5,5,99,99,99
031TG05,1,1,,1,1,1,99,99,99,99,99
031TG06,1,1,1,1,1,1,99,99,99,99,99
031TG07,1,1,0,1,1,1,5,5,5,99,99
031TG08,1,1,0,1,1,1,5,5,5,8,8
031TG09,1,1,,1,1,1,7,5,5,10,8
031TG10,1,1,1,1,1,1,99,99,5,5,10
031TG11,1,1,,1,1,1,5,5,5,98,10
031TG12,1,1,0,1,1,1,99,99,99,99,99
031TG13,1,1,1,1,1,1,5,5,5,5,8
031TG14,1,1,1,1,1,1,99,99,99,99,99
031TG15,2,1,,1,1,1,5,98,99,99,99
031TG16,2,1,,1,1,1,5,5,5,99,99
031TG17,2,1,0,1,1,1,5,5,99,8,99
031TG18,2,1,,1,1,1,5,5,5,99,8
031TG19,2,1,0,1,1,1,7,5,6,99,99
031VS01,1,1,,4,4,99,99,99,99,99,99
031VS02,2,1,,4,4,99,99,99,99,99,99
031VS03,2,1,,4,4,99,99,99,5,99,99
031VS04,1,1,,4,4,4,7,5,99,5,5
031VS05,2,1,0,4,4,99,99,99,99,99,99
031VS06,2,1,0,4,4,4,99,99,98,9,11
031VS07,1,1,0,4,4,99,99,99,5,5,8
031VS08,2,1,1,4,4,99,99,99,99,99,99
031VS09,1,1,0,4,4,4,99,99,8,98,8
031VS10,1,1,0,4,4,99,99,99,99,99,99
031VS11,1,1,,4,4,99,99,99,99,99,99
031VS12,1,1,1,4,4,99,99,99,5,5,99
031VS13,2,1,0,4,4,99,99,99,5,7,8
031VS14,1,1,1,4,4,99,99,99,8,99,8
031VS15,2,1,1,4,4,99,99,99,99,99,99
031VS16,2,1,0,4,4,2,5,5,5,8,8
031VS17,1,1,1,4,4,99,99,99,8,8,8
031VS18,2,1,0,4,4,99,99,99,99,99,99
031VS19,2,1,,4,4,4,99,99,99,99,99
031ZG01,2,2,0,2,2,2,6,6,6,99,7
031ZG02,1,2,0,2,2,2,99,99,99,5,99
031ZG03,1,2,0,2,2,2,5,5,5,9,6
031ZG04,,2,,2,2,99,99,99,99,99,99
031ZG05,2,2,0,2,2,2,99,99,99,99,99
031ZG06,1,2,,2,2,2,99,99,99,99,99
031ZG07,2,2,,2,2,2,99,99,99,99,99
031ZG08,1,2,0,2,2,2,5,5,99,99,99
031ZG09,1,2,,2,2,2,5,5,5,10,8
031ZG10,2,2,0,2,2,4,6,6,6,8,8
031ZG11,,2,,2,2,99,99,99,99,99,99
031ZG12,1,2,1,2,2,2,5,5,5,7,7
031ZG13,2,2,0,2,2,2,7,5,5,99,10
031ZG14,1,2,0,2,2,2,5,5,5,5,8
031ZG15,2,2,0,2,2,2,5,5,5,9,9
031ZG16,1,2,1,2,2,2,5,5,5,99,8
031ZG17,1,2,1,2,2,2,99,99,99,99,99
031ZG18,2,2,0,2,2,2,6,6,99,6,11
031ZG19,2,2,1,2,2,2,99,99,99,99,99
031ZG20,1,2,1,2,2,2,5,5,5,5,8
032AG01,1,1,0,1,1,1,5,5,5,5,8
032AG02,1,1,,1,1,1,99,99,99,99,99
032AG03,2,1,0,1,1,1,99,99,99,99,99
032AG04,2,1,1,1,1,99,99,99,99,99,99
032AG05,2,1,1,1,1,1,99,99,99,99,99
032AG06,1,1,1,1,1,1,99,99,99,99,99
032AG07,1,1,1,1,1,99,99,99,99,99,99
032AG08,1,1,,1,1,1,99,99,99,99,99
032AG09,1,1,1,1,1,1,99,99,99,99,99
032AG10,1,1,1,1,1,1,99,99,99,99,99
032AG11,1,1,0,1,1,1,99,99,99,99,99
032AG12,1,1,,1,1,1,5,5,5,8,10
032AG13,1,1,1,1,1,1,5,5,99,99,99
032AG14,1,1,1,1,1,1,99,99,99,99,99
032AG15,1,.m,,99,99,1,99,99,99,99,99
032TG01,2,2,0,2,2,2,5,5,5,7,11
032TG02,1,2,0,2,2,2,5,5,5,99,99
032TG03,2,2,0,2,2,2,5,5,5,9,9
032TG04,1,2,0,2,2,3,99,99,6,6,7
032TG05,1,2,0,2,2,2,99,99,99,99,99
032TG06,1,2,0,2,2,2,99,99,99,99,99
032TG07,1,2,1,2,2,2,5,5,5,5,11
032TG08,2,2,1,2,2,2,5,5,5,99,8
032TG09,2,2,0,2,2,2,5,5,5,9,11
032TG10,1,2,1,2,2,2,5,5,5,5,8
032TG11,1,2,0,2,2,2,5,5,99,99,8
032TG12,1,2,0,2,2,2,5,5,5,9,8
032TG13,1,2,0,2,2,2,5,5,99,5,8
032TG14,2,2,,2,2,99,99,99,99,99,99
032TG15,2,2,0,2,2,2,6,6,6,6,11
032TG16,2,2,0,2,2,2,5,5,99,99,99
032TG17,2,2,0,2,2,2,6,6,6,6,7
032TG18,2,2,0,2,2,2,5,5,5,9,7
032TG19,2,2,1,2,2,2,5,5,5,8,8
032TG20,2,2,0,2,2,2,99,99,5,6,5
032TG21,2,2,,2,2,2,7,5,5,5,9
032TG22,2,2,0,2,2,2,99,99,7,10,8
032TG23,1,.m,,99,2,2,99,99,5,99,99
032TG24,1,.m,,99,2,2,5,5,5,5,99
032ZG01,1,2,1,2,2,2,5,5,99,99,99
032ZG02,2,2,0,2,2,2,7,5,5,5,6
032ZG03,2,2,1,2,2,2,5,5,5,5,8
032ZG04,1,2,0,2,2,2,99,99,99,99,99
032ZG05,2,2,0,2,2,2,5,5,5,8,8
032ZG06,2,2,0,2,2,2,99,99,99,99,99
032ZG07,1,2,1,2,2,2,99,99,99,99,99
032ZG08,1,2,0,2,2,2,99,99,99,99,99
032ZG09,1,2,1,2,2,2,5,5,5,10,7
032ZG10,1,2,0,2,2,2,5,5,5,5,9
032ZG11,1,2,0,2,2,2,99,99,99,99,99
032ZG12,2,2,0,2,2,2,5,5,5,5,9
032ZG13,2,2,0,2,2,2,5,5,5,98,99
032ZG14,2,2,0,2,2,2,5,5,5,8,8
032ZG15,1,2,0,2,2,2,5,5,5,9,9
032ZG16,2,2,1,2,2,2,5,5,5,9,9
032ZG17,1,2,,2,2,2,99,99,99,99,99
032ZG18,2,2,1,2,2,2,5,5,5,9,6
032ZG19,2,2,0,2,2,2,5,5,5,99,99
032ZG20,2,2,0,2,2,2,5,5,5,8,7
041AG01,2,2,1,2,2,1,99,99,99,99,99
041AG02,2,2,0,2,2,1,5,5,5,5,8
041AG03,1,2,,2,2,1,99,99,5,5,99
041AG04,2,2,0,2,2,1,5,5,5,99,99
041AG05,1,2,1,2,2,1,5,5,5,5,99
041AG06,2,2,1,2,2,1,5,5,5,8,8
041AG07,1,2,0,2,2,1,99,99,99,99,99
041AG08,2,2,1,2,2,1,99,99,5,5,99
041AG09,2,2,0,2,2,1,5,5,5,5,5
041AG10,2,2,1,2,2,1,5,5,5,8,9
041AG11,2,2,0,2,2,1,99,99,99,99,99
041AG12,1,2,,2,2,1,99,99,99,99,99
041AG13,2,2,1,2,2,1,5,5,99,99,99
041AG14,2,2,0,2,2,1,99,99,99,99,99
041AG16,1,2,1,2,2,1,5,5,99,99,99
041AG17,2,2,,2,2,3,5,5,5,5,9
041AG18,2,2,,2,2,1,7,5,5,5,8
041AG19,2,2,0,2,2,1,5,5,5,8,8
041AG20,2,2,1,2,2,1,5,5,5,8,8
041AG21,1,2,0,2,2,99,99,99,99,99,99
041AG22,2,2,1,2,2,1,5,5,5,8,98
041AG23,1,2,0,2,2,1,5,5,5,5,7
041AG24,2,2,,2,2,1,99,99,99,99,99
041AG25,1,.m,,99,2,1,5,5,5,5,5
041AG26,2,.m,,99,1,1,99,99,99,99,99
041AG27,1,.m,,99,1,1,99,99,99,99,99
041BE01,1,2,0,2,2,99,99,99,99,99,99
041BE02,1,2,0,2,2,99,5,5,99,99,99
041BE03,1,2,0,2,2,99,5,5,5,5,7
041BE04,1,2,0,2,2,99,99,99,99,99,99
041BE05,1,2,0,2,2,99,99,99,99,99,99
041BE06,1,2,0,2,2,99,5,5,5,5,7
041BE07,1,2,0,2,2,99,5,5,5,11,7
041BE08,1,2,0,2,2,99,5,5,5,99,99
041BE09,2,2,0,2,2,99,99,99,5,5,9
041BE10,2,2,1,2,2,99,99,99,5,99,8
041BE11,1,2,,2,2,99,5,5,5,5,11
041BE12,1,2,0,2,2,99,5,5,5,5,8
041BE13,1,2,0,2,2,99,5,5,5,99,99
041BE14,1,2,0,2,2,99,5,5,5,98,9
041BE15,2,2,0,2,2,99,5,5,5,5,99
041BE16,2,2,0,2,2,99,6,6,6,8,8
041BE17,2,2,,2,2,99,5,5,5,8,8
041BE18,1,2,0,2,2,99,5,5,5,5,8
041BE19,2,2,0,2,2,99,7,5,5,5,8
041BE20,1,2,,2,2,99,5,5,99,8,10
041BE21,2,.m,,99,99,2,99,99,99,99,99
041BE22,1,.m,,99,99,2,99,99,99,99,99
041BL01,1,2,1,3,3,3,6,6,6,7,7
041BL02,1,2,0,3,3,3,6,6,99,7,10
041BL03,1,2,0,3,3,3,99,99,99,99,99
041BL04,1,2,1,3,3,3,6,6,6,7,7
041BL05,2,2,0,3,3,3,99,99,6,8,7
041BL06,2,2,1,3,3,99,99,99,99,99,99
041BL07,,2,,3,3,99,99,99,99,99,99
041BL08,2,2,0,3,3,99,99,99,5,8,8
041BL09,2,2,0,3,3,3,6,6,99,99,99
041BL11,2,2,0,3,3,3,6,6,6,8,8
041BL12,1,2,0,2,3,3,6,6,6,7,7
041BL13,2,2,,3,3,3,6,6,6,8,7
041BL14,2,2,0,3,3,3,6,6,6,98,11
041BL15,1,2,,3,3,3,99,99,99,99,99
041BL16,2,2,0,3,3,3,6,6,6,8,8
041BL17,2,2,0,3,3,3,6,6,6,8,7
041BL18,2,2,,3,3,3,99,99,6,99,10
041BL19,1,.m,,99,99,3,6,6,6,7,11
041BL20,2,.m,,99,99,3,6,6,6,6,6
041BS01,1,2,0,2,2,2,99,99,99,99,99
041BS02,2,2,1,2,2,2,7,7,7,5,5
041BS03,2,2,0,2,2,99,99,99,99,99,99
041BS04,1,2,,2,2,2,99,99,99,99,99
041BS05,2,2,,2,2,2,99,99,99,99,99
041BS06,2,2,0,2,2,2,99,99,99,99,99
041BS07,2,2,0,2,2,2,99,99,99,99,99
041BS08,1,2,0,2,2,2,99,99,99,99,99
041BS09,1,2,1,2,2,2,99,99,99,99,99
041BS10,1,2,1,2,2,2,99,99,99,99,99
041BS11,2,2,,2,2,2,99,99,99,99,99
041BS12,1,2,,2,2,99,99,99,99,99,99
041BS13,2,2,1,2,2,2,99,99,99,99,99
041BS14,1,2,0,2,2,2,99,99,99,99,99
041BS15,2,2,0,2,2,2,99,99,99,99,99
041BS16,2,2,,2,2,2,99,99,99,99,99
041BS17,1,2,,2,2,2,6,6,6,6,6
041BS18,2,2,0,2,2,2,99,99,99,99,99
041BS19,2,2,0,2,2,2,99,99,99,99,99
041BS20,1,2,0,2,2,2,99,99,99,99,99
041BS21,2,2,1,2,2,2,99,99,99,99,99
041BS22,1,2,,2,2,2,99,99,99,99,99
041BS23,1,2,0,2,2,2,99,99,99,99,99
041BS24,1,.m,,99,99,2,99,99,99,99,99
041LU01,1,2,0,2,2,2,5,5,99,7,99
041LU02,2,2,0,2,2,2,5,5,5,8,8
041LU03,1,2,1,2,2,2,5,5,5,5,8
041LU04,1,2,1,2,2,2,5,5,5,8,5
041LU05,1,2,1,2,2,2,5,5,5,8,7
041LU06,2,2,0,2,2,2,5,5,5,9,8
041LU07,2,2,0,2,2,2,5,5,5,8,8
041LU08,1,2,1,2,2,2,5,5,5,8,99
041LU09,1,2,0,2,2,2,6,6,6,6,7
041LU10,2,2,0,2,2,2,99,99,5,8,8
041LU11,1,2,0,2,2,2,5,5,5,5,7
041LU12,1,2,0,2,2,2,5,5,5,5,99
041LU13,1,2,0,2,2,2,99,99,99,99,99
041LU14,2,2,0,2,2,2,6,6,6,6,11
041LU15,2,2,0,2,2,2,7,5,5,5,8
041LU16,1,2,0,2,2,2,99,99,99,99,99
041LU17,2,2,0,2,2,2,5,5,5,8,8
041LU18,1,2,1,2,2,2,5,5,5,5,7
041LU19,2,2,1,2,2,2,5,5,5,8,8
041LU20,2,2,0,2,2,2,5,5,5,9,7
041LU21,1,.m,,99,99,2,6,6,6,6,10
041LU22,2,.m,,99,99,2,6,6,6,6,6
041LU23,2,.m,,99,99,2,99,99,99,99,99
041SG01,2,1,1,1,1,1,7,7,99,98,5
041SG02,1,1,0,1,1,1,5,5,5,98,8
041SG03,1,1,0,1,1,1,5,5,5,99,99
041SG04,2,1,,1,1,1,5,5,5,5,7
041SG05,1,1,0,1,1,1,99,99,99,99,99
041SG06,1,1,0,1,1,1,99,99,99,99,99
041SG07,1,1,0,1,1,1,5,5,5,5,7
041SG08,2,1,1,1,1,1,99,99,99,5,8
041SG09,2,1,,1,1,1,99,99,99,99,99
041SG10,1,1,1,1,1,1,5,5,99,99,99
041SG11,1,1,0,1,1,1,99,99,5,98,8
041SG12,1,1,0,1,1,1,99,99,99,99,99
041SG13,1,1,0,1,1,1,5,5,5,8,8
041SG14,1,1,0,1,1,1,5,5,7,5,5
041SG15,2,1,1,1,1,1,5,5,99,99,99
041SG16,2,1,,1,1,1,7,7,5,99,99
041SG17,2,1,1,1,1,1,5,5,5,98,7
041SG18,1,1,,1,1,1,5,5,99,8,99
041SG19,1,1,0,1,1,1,5,5,99,99,99
041SG20,2,.m,,99,1,1,5,5,5,5,8
041TG01,2,2,1,2,2,99,99,99,99,99,99
041TG02,1,2,0,2,2,2,99,99,99,99,99
041TG03,2,2,,2,2,2,99,99,99,99,99
041TG04,1,2,,2,2,2,5,5,5,5,8
041TG05,1,2,0,2,2,2,99,99,99,99,99
041TG06,2,2,1,2,2,2,5,5,5,8,8
041TG07,1,2,1,2,2,2,99,99,99,99,99
041TG08,1,2,0,2,2,2,5,5,5,8,8
041TG09,2,2,0,2,2,2,99,99,5,8,99
041TG10,1,2,0,2,2,2,5,5,99,99,99
041TG11,2,2,1,2,2,2,99,99,99,99,99
041TG12,1,2,0,2,2,2,99,99,99,99,99
041TG13,2,2,0,2,2,3,6,6,6,98,11
041TG14,2,2,0,2,2,2,5,5,5,8,8
041TG15,2,2,0,2,2,2,5,5,5,7,9
041TG16,2,2,,2,2,2,7,5,5,5,8
041TG17,1,2,0,2,2,2,5,5,5,5,8
041TG18,2,.m,,99,2,2,99,99,5,8,8
041TG19,1,.m,,99,99,2,99,99,99,99,99
041VS01,1,2,1,2,2,3,6,5,99,5,8
041VS02,1,2,0,2,2,3,99,99,99,99,99
041VS03,2,2,1,2,2,2,7,5,5,5,8
041VS04,2,2,1,2,2,2,99,99,99,99,99
041VS05,2,2,1,2,2,2,6,6,6,6,6
041VS06,2,2,1,2,2,2,99,99,99,99,99
041VS07,2,2,0,2,2,3,6,6,6,6,7
041VS08,2,2,0,2,2,2,99,99,5,5,8
041VS09,2,2,1,2,2,2,99,99,6,6,7
041VS10,1,2,0,2,2,99,99,99,99,99,99
